EmpID,OrderNum,OrderDate,OrderType,Quantity,Price,Discount,OrderTotal,OrderDate_null
900019884,1103506,2018-09-04,Wholesale,58,23.99,4.8,1386.62,False
900019884,1103577,2018-09-14,Wholesale,36,16.99,3.4,608.24,False
900019884,1103610,2018-09-20,Wholesale,8,69.0,13.8,538.2,False
900019884,1103717,2018-10-05,Retail,2,189.0,0.0,378.0,False
900019884,1103744,2018-10-11,Retail,1,189.0,0.0,189.0,False
900019884,1103774,2018-10-15,Wholesale,7,225.0,45.0,1530.0,False
900019884,1103798,2018-10-18,Retail,1,23.99,0.0,23.99,False
900019884,1103930,2018-11-09,Retail,1,44.95,0.0,44.95,False
900019884,1104092,2018-12-04,Retail,1,34.99,0.0,34.99,False
900019884,1104101,2018-12-05,Retail,1,190.0,0.0,190.0,False
900019884,1104219,2018-12-21,Wholesale,12,24.95,4.99,294.41,False
900019884,1104390,2019-01-13,Wholesale,7,16.99,3.4,115.53,False
900019884,1104495,2019-02-02,Retail,1,455.0,0.0,455.0,False
900019884,1104553,2019-02-12,Retail,1,49.0,0.0,49.0,False
900019884,1104570,2019-02-14,Retail,60,450.0,0.0,27000.0,False
900019884,1104719,2019-03-06,Retail,1,49.0,0.0,49.0,False
900019884,1104726,2019-03-06,Retail,1,29.99,0.0,29.99,False
900019884,1104875,2019-03-28,Wholesale,4,684.0,136.8,2599.2,False
900019884,1105041,2019-04-20,Retail,1,23.99,0.0,23.99,False
900019884,1105218,2019-05-19,Retail,1,28.99,0.0,28.99,False
900019884,1105267,2019-05-26,Wholesale,7,179.0,35.8,1217.2,False
900019884,1105276,2019-05-27,Wholesale,5,699.0,139.8,3355.2,False
900019884,1105297,2019-05-30,Wholesale,11,699.0,139.8,7549.2,False
900019884,1105456,2019-06-21,Retail,1,214.0,0.0,214.0,False
900019884,1105644,2019-07-19,Wholesale,92,49.95,9.99,4585.41,False
900019884,1105693,2019-07-29,Wholesale,10,119.0,23.8,1166.2,False
900019884,1105777,2019-08-11,Retail,1,32.95,0.0,32.95,False
900019884,1105797,2019-08-13,Retail,1,11.99,0.0,11.99,False
900019884,1105837,2019-08-19,Wholesale,8,32.95,6.59,257.01,False
900012297,1100946,2017-09-03,Wholesale,7,19.99,4.0,135.93,False
900012297,1100975,2017-09-07,Wholesale,3,395.0,79.0,1106.0,False
900012297,1101062,2017-09-19,Wholesale,7,49.0,9.8,333.2,False
900012297,1101325,2017-10-27,Retail,1,19.5,0.0,19.5,False
900012297,1101386,2017-11-04,Wholesale,12,44.95,8.99,530.41,False
900012297,1101395,2017-11-05,Retail,1,42.99,0.0,42.99,False
900012297,1101552,2017-12-01,Retail,1,49.0,0.0,49.0,False
900012297,1101638,2017-12-11,Retail,1,24.95,0.0,24.95,False
900012297,1101700,2017-12-21,Wholesale,11,29.99,6.0,323.89,False
900012297,1101818,2018-01-07,Retail,1,24.99,0.0,24.99,False
900012297,1102078,2018-02-16,Wholesale,13,119.0,23.8,1523.2,False
900012297,1102093,2018-02-19,Retail,1,12.99,0.0,12.99,False
900012297,1102110,2018-02-22,Wholesale,13,16.99,3.4,217.47,False
900012297,1102253,2018-03-13,Retail,1,34.99,0.0,34.99,False
900012297,1102334,2018-03-26,Wholesale,10,7.99,1.6,78.3,False
900012297,1102619,2018-05-08,Wholesale,38,8.99,1.8,339.82,False
900012297,1102683,2018-05-15,Retail,1,179.0,0.0,179.0,False
900012297,1102814,2018-06-06,Retail,1,19.5,0.0,19.5,False
900012297,1102841,2018-06-10,Retail,1,27.5,0.0,27.5,False
900012297,1103080,2018-07-09,Wholesale,76,14.99,3.0,1136.24,False
900012297,1103183,2018-07-22,Retail,1,36.99,0.0,36.99,False
900012297,1103302,2018-08-08,Wholesale,3,189.0,37.8,529.2,False
900012297,1103323,2018-08-10,Retail,1,684.0,0.0,684.0,False
900012297,1103365,2018-08-16,Wholesale,12,49.0,9.8,578.2,False
900012297,1103597,2018-09-18,Wholesale,5,12.0,2.4,57.6,False
900012297,1103612,2018-09-20,Wholesale,6,89.0,17.8,516.2,False
900012297,1103692,2018-10-02,Retail,1,4.99,0.0,4.99,False
900012297,1103854,2018-10-27,Wholesale,9,54.0,10.8,475.2,False
900012297,1103884,2018-11-01,Wholesale,9,16.99,3.4,149.51,False
900012297,1103952,2018-11-12,Retail,1,37.99,0.0,37.99,False
900012297,1103964,2018-11-13,Wholesale,9,15.5,3.1,136.4,False
900012297,1104065,2018-11-30,Wholesale,7,12.0,2.4,81.6,False
900012297,1104209,2018-12-20,Retail,1,222.0,0.0,222.0,False
900012297,1104251,2018-12-24,Retail,1,16.75,0.0,16.75,False
900012297,1104356,2019-01-08,Wholesale,8,42.99,8.6,335.32,False
900012297,1104462,2019-01-27,Wholesale,4,34.99,7.0,132.96,False
900012297,1104484,2019-02-01,Wholesale,6,119.0,23.8,690.2,False
900012297,1104566,2019-02-14,Wholesale,13,899.0,179.8,11507.2,False
900012297,1104650,2019-02-25,Wholesale,13,599.0,119.8,7667.2,False
900012297,1104657,2019-02-25,Wholesale,7,24.95,4.99,169.66,False
900012297,1104706,2019-03-03,Retail,1,14.99,0.0,14.99,False
900012297,1104795,2019-03-16,Wholesale,8,14.99,3.0,116.92,False
900012297,1104802,2019-03-17,Wholesale,10,167.0,33.4,1636.6,False
900012297,1104936,2019-04-05,Wholesale,4,7.99,1.6,30.36,False
900012297,1105005,2019-04-15,Retail,1,23.99,0.0,23.99,False
900012297,1105033,2019-04-19,Wholesale,11,245.0,49.0,2646.0,False
900012297,1105056,2019-04-23,Wholesale,9,8.99,1.8,79.11,False
900012297,1105347,2019-06-06,Retail,1,42.99,0.0,42.99,False
900012297,1105364,2019-06-08,Wholesale,11,11.99,2.4,129.49,False
900012297,1105420,2019-06-16,Wholesale,10,7.99,1.6,78.3,False
900012297,1105445,2019-06-19,Wholesale,7,14.99,3.0,101.93,False
900012297,1105491,2019-06-26,Retail,1,37.99,0.0,37.99,False
900012297,1105517,2019-07-01,Wholesale,11,179.0,35.8,1933.2,False
900012297,1105691,2019-07-28,Wholesale,94,14.99,3.0,1406.06,False
900012297,1105724,2019-08-02,Retail,1,10.99,0.0,10.99,False
900012297,1105870,2019-08-24,Retail,3,599.0,0.0,1797.0,False
900018190,1100935,2017-09-01,Retail,2,89.0,0.0,178.0,False
900018190,1100971,2017-09-06,Wholesale,12,250.0,50.0,2950.0,False
900018190,1100970,2017-09-06,Retail,1,8.99,0.0,8.99,False
900018190,1100982,2017-09-08,Wholesale,6,34.99,7.0,202.94,False
900018190,1100984,2017-09-09,Wholesale,10,34.99,7.0,342.9,False
900018190,1101004,2017-09-12,Retail,1,8.99,0.0,8.99,False
900018190,1101016,2017-09-13,Wholesale,4,89.0,17.8,338.2,False
900018190,1101035,2017-09-16,Wholesale,8,499.0,99.8,3892.2,False
900018190,1101050,2017-09-17,Wholesale,5,29.99,6.0,143.95,False
900018190,1101073,2017-09-20,Retail,1,34.99,0.0,34.99,False
900018190,1101083,2017-09-23,Retail,1,189.0,0.0,189.0,False
900018190,1101084,2017-09-23,Retail,1,19.5,0.0,19.5,False
900018190,1101243,2017-10-16,Wholesale,5,7.99,1.6,38.35,False
900018190,1101276,2017-10-21,Wholesale,8,7.99,1.6,62.32,False
900018190,1101293,2017-10-23,Retail,1,250.0,0.0,250.0,False
900018190,1101298,2017-10-23,Wholesale,12,189.0,37.8,2230.2,False
900018190,1101296,2017-10-23,Retail,1,17.5,0.0,17.5,False
900018190,1101314,2017-10-25,Retail,1,13.99,0.0,13.99,False
900018190,1101321,2017-10-26,Wholesale,12,29.99,6.0,353.88,False
900018190,1101344,2017-10-30,Wholesale,8,27.5,5.5,214.5,False
900018190,1101368,2017-11-02,Retail,48,49.0,0.0,2352.0,False
900018190,1101379,2017-11-03,Wholesale,8,189.0,37.8,1474.2,False
900018190,1101403,2017-11-06,Wholesale,11,599.0,119.8,6469.2,False
900018190,1101444,2017-11-12,Wholesale,9,12.0,2.4,105.6,False
900018190,1101519,2017-11-26,Retail,1,499.0,0.0,499.0,False
900018190,1101544,2017-11-30,Wholesale,8,17.5,3.5,136.5,False
900018190,1101618,2017-12-08,Wholesale,5,23.99,4.8,115.15,False
900018190,1101701,2017-12-21,Retail,1,189.0,0.0,189.0,False
900018190,1101718,2017-12-23,Retail,1,12.0,0.0,12.0,False
900018190,1101736,2017-12-26,Wholesale,6,37.99,7.6,220.34,False
900018190,1101771,2017-12-31,Retail,1,27.5,0.0,27.5,False
900018190,1101817,2018-01-07,Wholesale,11,49.95,9.99,539.46,False
900018190,1101835,2018-01-09,Wholesale,4,119.0,23.8,452.2,False
900018190,1101871,2018-01-14,Wholesale,10,15.5,3.1,151.9,False
900018190,1101873,2018-01-14,Wholesale,7,19.5,3.9,132.6,False
900018190,1101899,2018-01-18,Retail,1,49.0,0.0,49.0,False
900018190,1101903,2018-01-19,Retail,1,699.0,0.0,699.0,False
900018190,1101915,2018-01-20,Wholesale,12,10.99,2.2,129.68,False
900018190,1101908,2018-01-20,Retail,1,10.99,0.0,10.99,False
900018190,1101927,2018-01-22,Wholesale,12,11.99,2.4,141.48,False
900018190,1101929,2018-01-23,Retail,1,49.95,0.0,49.95,False
900018190,1102002,2018-02-04,Wholesale,60,189.0,37.8,11302.2,False
900018190,1102038,2018-02-09,Wholesale,11,12.0,2.4,129.6,False
900018190,1102066,2018-02-14,Wholesale,20,10.99,2.2,217.6,False
900018190,1102084,2018-02-17,Retail,1,4.99,0.0,4.99,False
900018190,1102089,2018-02-18,Wholesale,11,49.0,9.8,529.2,False
900018190,1102104,2018-02-21,Wholesale,12,119.0,23.8,1404.2,False
900018190,1102120,2018-02-23,Retail,1,16.75,0.0,16.75,False
900018190,1102143,2018-02-27,Wholesale,5,250.0,50.0,1200.0,False
900018190,1102156,2018-02-28,Wholesale,6,19.99,4.0,115.94,False
900018190,1102178,2018-03-03,Retail,2,189.0,0.0,378.0,False
900018190,1102183,2018-03-04,Retail,1,684.0,0.0,684.0,False
900018190,1102207,2018-03-08,Retail,1,89.0,0.0,89.0,False
900018190,1102225,2018-03-09,Wholesale,7,189.0,37.8,1285.2,False
900018190,1102291,2018-03-19,Retail,1,19.5,0.0,19.5,False
900018190,1102300,2018-03-20,Wholesale,6,24.95,4.99,144.71,False
900018190,1102345,2018-03-28,Wholesale,109,189.0,37.8,20563.2,False
900018190,1102358,2018-03-30,Wholesale,7,899.0,179.8,6113.2,False
900018190,1102397,2018-04-05,Wholesale,6,27.5,5.5,159.5,False
900018190,1102409,2018-04-06,Wholesale,79,16.99,3.4,1338.81,False
900018190,1102430,2018-04-10,Retail,1,12.0,0.0,12.0,False
900018190,1102442,2018-04-12,Wholesale,12,14.99,3.0,176.88,False
900018190,1102445,2018-04-12,Retail,1,12.0,0.0,12.0,False
900018190,1102470,2018-04-15,Wholesale,94,24.95,4.99,2340.31,False
900018190,1102553,2018-04-29,Wholesale,6,119.0,23.8,690.2,False
900018190,1102560,2018-04-30,Retail,1,12.99,0.0,12.99,False
900018190,1102609,2018-05-06,Wholesale,53,214.0,42.8,11299.2,False
900018190,1102610,2018-05-06,Wholesale,8,49.0,9.8,382.2,False
900018190,1102630,2018-05-08,Retail,1,9.99,0.0,9.99,False
900018190,1102625,2018-05-08,Retail,1,89.0,0.0,89.0,False
900018190,1102633,2018-05-09,Wholesale,4,599.0,119.8,2276.2,False
900018190,1102711,2018-05-20,Retail,1,12.0,0.0,12.0,False
900018190,1102734,2018-05-23,Retail,1,24.95,0.0,24.95,False
900018190,1102769,2018-05-28,Wholesale,96,4.99,1.0,478.04,False
900018190,1102829,2018-06-08,Wholesale,7,899.0,179.8,6113.2,False
900018190,1102837,2018-06-09,Wholesale,10,179.0,35.8,1754.2,False
900018190,1102852,2018-06-12,Wholesale,9,883.0,176.6,7770.4,False
900018190,1102869,2018-06-13,Wholesale,13,16.99,3.4,217.47,False
900018190,1102879,2018-06-14,Retail,1,58.95,0.0,58.95,False
900018190,1102920,2018-06-19,Wholesale,10,8.99,1.8,88.1,False
900018190,1102953,2018-06-23,Wholesale,42,883.0,176.6,36909.4,False
900018190,1102995,2018-06-29,Wholesale,3,19.5,3.9,54.6,False
900018190,1103072,2018-07-09,Wholesale,10,9.99,2.0,97.9,False
900018190,1103068,2018-07-09,Wholesale,8,7.99,1.6,62.32,False
900018190,1103121,2018-07-15,Wholesale,7,14.99,3.0,101.93,False
900018190,1103140,2018-07-17,Retail,1,189.0,0.0,189.0,False
900018190,1103143,2018-07-17,Wholesale,10,23.99,4.8,235.1,False
900018190,1103182,2018-07-22,Wholesale,43,49.95,9.99,2137.86,False
900018190,1103202,2018-07-25,Retail,1,24.95,0.0,24.95,False
900018190,1103256,2018-08-01,Retail,2,699.0,0.0,1398.0,False
900018190,1103319,2018-08-10,Wholesale,8,37.99,7.6,296.32,False
900018190,1103360,2018-08-14,Retail,1,37.99,0.0,37.99,False
900018190,1103501,2018-09-04,Wholesale,9,19.99,4.0,175.91,False
900018190,1103509,2018-09-05,Wholesale,6,54.0,10.8,313.2,False
900018190,1103572,2018-09-13,Wholesale,5,24.95,4.99,119.76,False
900018190,1103594,2018-09-18,Wholesale,37,14.99,3.0,551.63,False
900018190,1103608,2018-09-20,Wholesale,6,11.99,2.4,69.54,False
900018190,1103607,2018-09-20,Wholesale,12,684.0,136.8,8071.2,False
900018190,1103625,2018-09-23,Wholesale,12,245.0,49.0,2891.0,False
900018190,1103660,2018-09-27,Retail,1,455.0,0.0,455.0,False
900018190,1103710,2018-10-04,Wholesale,9,250.0,50.0,2200.0,False
900018190,1103760,2018-10-13,Retail,1,54.0,0.0,54.0,False
900018190,1103825,2018-10-23,Wholesale,9,599.0,119.8,5271.2,False
900018190,1103837,2018-10-25,Wholesale,6,58.95,11.79,341.91,False
900018190,1103839,2018-10-25,Wholesale,7,250.0,50.0,1700.0,False
900018190,1103845,2018-10-25,Retail,1,167.0,0.0,167.0,False
900018190,1103847,2018-10-26,Wholesale,12,24.99,5.0,294.88,False
900018190,1103862,2018-10-28,Wholesale,8,19.99,4.0,155.92,False
900018190,1103877,2018-10-30,Retail,1,119.0,0.0,119.0,False
900018190,1103875,2018-10-30,Wholesale,10,455.0,91.0,4459.0,False
900018190,1103894,2018-11-03,Retail,2,89.0,0.0,178.0,False
900018190,1103931,2018-11-09,Wholesale,5,223.0,44.6,1070.4,False
900018190,1103942,2018-11-11,Retail,1,23.99,0.0,23.99,False
900018190,1103941,2018-11-11,Retail,1,29.99,0.0,29.99,False
900018190,1103974,2018-11-15,Retail,1,12.0,0.0,12.0,False
900018190,1104016,2018-11-20,Wholesale,5,89.0,17.8,427.2,False
900018190,1104031,2018-11-24,Retail,1,225.0,0.0,225.0,False
900018190,1104041,2018-11-27,Wholesale,4,49.95,9.99,189.81,False
900018190,1104062,2018-11-29,Retail,1,455.0,0.0,455.0,False
900018190,1104081,2018-12-03,Retail,2,225.0,0.0,450.0,False
900018190,1104100,2018-12-05,Wholesale,17,225.0,45.0,3780.0,False
900018190,1104096,2018-12-05,Retail,1,24.99,0.0,24.99,False
900018190,1104135,2018-12-09,Retail,1,27.5,0.0,27.5,False
900018190,1104205,2018-12-19,Wholesale,6,32.95,6.59,191.11,False
900018190,1104210,2018-12-20,Retail,1,245.0,0.0,245.0,False
900018190,1104212,2018-12-20,Wholesale,12,14.99,3.0,176.88,False
900018190,1104243,2018-12-24,Wholesale,38,16.99,3.4,642.22,False
900018190,1104263,2018-12-26,Wholesale,11,499.0,99.8,5389.2,False
900018190,1104264,2018-12-26,Wholesale,10,8.99,1.8,88.1,False
900018190,1104294,2018-12-29,Retail,1,42.99,0.0,42.99,False
900018190,1104324,2019-01-02,Wholesale,6,699.0,139.8,4054.2,False
900018190,1104325,2019-01-02,Wholesale,9,23.99,4.8,211.11,False
900018190,1104345,2019-01-06,Retail,1,4.99,0.0,4.99,False
900018190,1104347,2019-01-06,Retail,1,13.99,0.0,13.99,False
900018190,1104358,2019-01-08,Retail,1,189.0,0.0,189.0,False
900018190,1104394,2019-01-14,Wholesale,7,42.99,8.6,292.33,False
900018190,1104391,2019-01-14,Retail,1,42.99,0.0,42.99,False
900018190,1104430,2019-01-20,Wholesale,83,250.0,50.0,20700.0,False
900018190,1104480,2019-01-31,Wholesale,4,699.0,139.8,2656.2,False
900018190,1102922,2019-02-01,Wholesale,3,19.5,3.9,54.6,False
900018190,1104494,2019-02-02,Wholesale,4,7.99,1.6,30.36,False
900018190,1104539,2019-02-10,Wholesale,75,7.99,1.6,597.65,False
900018190,1104540,2019-02-11,Retail,1,13.99,0.0,13.99,False
900018190,1104569,2019-02-14,Retail,1,23.99,0.0,23.99,False
900018190,1104558,2019-02-14,Wholesale,12,17.5,3.5,206.5,False
900018190,1104577,2019-02-16,Retail,3,24.95,0.0,74.85,False
900018190,1104597,2019-02-18,Retail,1,399.0,0.0,399.0,False
900018190,1104600,2019-02-18,Wholesale,8,49.0,9.8,382.2,False
900018190,1104603,2019-02-19,Retail,1,4.99,0.0,4.99,False
900018190,1104609,2019-02-20,Retail,1,89.0,0.0,89.0,False
900018190,1104610,2019-02-20,Retail,1,12.0,0.0,12.0,False
900018190,1104665,2019-02-26,Wholesale,10,29.99,6.0,293.9,False
900018190,1104680,2019-02-28,Wholesale,8,49.0,9.8,382.2,False
900018190,1104684,2019-03-01,Wholesale,9,49.0,9.8,431.2,False
900018190,1104754,2019-03-12,Retail,1,37.99,0.0,37.99,False
900018190,1104782,2019-03-14,Retail,4,10.99,0.0,43.96,False
900018190,1104793,2019-03-16,Wholesale,11,28.99,5.8,313.09,False
900018190,1104828,2019-03-22,Retail,1,450.0,0.0,450.0,False
900018190,1104862,2019-03-27,Retail,1,36.99,0.0,36.99,False
900018190,1104873,2019-03-28,Wholesale,4,20.95,4.19,79.61,False
900018190,1104908,2019-04-02,Wholesale,3,19.5,3.9,54.6,False
900018190,1104915,2019-04-03,Wholesale,11,42.99,8.6,464.29,False
900018190,1104945,2019-04-07,Wholesale,10,8.99,1.8,88.1,False
900018190,1104958,2019-04-08,Retail,1,4.99,0.0,4.99,False
900018190,1104963,2019-04-09,Wholesale,6,11.99,2.4,69.54,False
900018190,1105000,2019-04-14,Wholesale,13,699.0,139.8,8947.2,False
900018190,1105019,2019-04-17,Wholesale,9,15.5,3.1,136.4,False
900018190,1105038,2019-04-20,Retail,1,19.99,0.0,19.99,False
900018190,1105046,2019-04-21,Retail,1,8.99,0.0,8.99,False
900018190,1105069,2019-04-25,Wholesale,7,42.99,8.6,292.33,False
900018190,1105146,2019-05-06,Retail,4,89.0,0.0,356.0,False
900018190,1105206,2019-05-18,Retail,1,12.0,0.0,12.0,False
900018190,1105263,2019-05-25,Wholesale,73,119.0,23.8,8663.2,False
900018190,1105274,2019-05-27,Wholesale,6,20.95,4.19,121.51,False
900018190,1105281,2019-05-27,Wholesale,10,49.95,9.99,489.51,False
900018190,1105303,2019-05-30,Wholesale,84,499.0,99.8,41816.2,False
900018190,1105309,2019-05-31,Wholesale,8,14.99,3.0,116.92,False
900018190,1105338,2019-06-05,Retail,1,16.75,0.0,16.75,False
900018190,1105358,2019-06-08,Wholesale,10,23.99,4.8,235.1,False
900018190,1105365,2019-06-08,Wholesale,12,42.99,8.6,507.28,False
900018190,1105374,2019-06-09,Wholesale,104,23.99,4.8,2490.16,False
900018190,1105406,2019-06-14,Wholesale,10,16.75,3.35,164.15,False
900018190,1105414,2019-06-15,Retail,1,49.0,0.0,49.0,False
900018190,1105429,2019-06-17,Retail,1,189.0,0.0,189.0,False
900018190,1105458,2019-06-21,Retail,1,12.0,0.0,12.0,False
900018190,1105505,2019-06-29,Wholesale,13,214.0,42.8,2739.2,False
900018190,1105525,2019-07-02,Wholesale,10,24.95,4.99,244.51,False
900018190,1105557,2019-07-07,Retail,1,245.0,0.0,245.0,False
900018190,1105632,2019-07-18,Wholesale,9,49.0,9.8,431.2,False
900018190,1105641,2019-07-19,Wholesale,8,4.99,1.0,38.92,False
900018190,1105636,2019-07-19,Retail,1,23.99,0.0,23.99,False
900018190,1105657,2019-07-22,Retail,1,15.5,0.0,15.5,False
